cr51e_property,cr51e_unit,cr51e_squarefeet,cr51e_period,cr51e_bedrooms,cr51e_program,cr51e_contractnumber,cr51e_marketrent,cr51e_grossrent,cr51e_contractrent,cr51e_rdbasicrent,cr51e_subsidy,cr51e_tenantrent,cr51e_utilityallowance,cr51e_optionalcharges,cr51e_ttp,cr51e_utilityreimbursement
50 Penn Housing Development Corporation  (50penn),4D      ,494,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4DD     ,356,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4E      ,396,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4EE     ,357,As of Date: 12/31/2020,0,,,1150,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4F      ,723,As of Date: 12/31/2020,2,,,1459,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4FF     ,723,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4G      ,502,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4GG     ,502,As of Date: 12/31/2020,1,,,696,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4H      ,507,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4J      ,356,As of Date: 12/31/2020,0,,,1150,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4K      ,580,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4L      ,530,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4M      ,365,As of Date: 12/31/2020,0,,,655,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4N      ,363,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4P      ,363,As of Date: 12/31/2020,0,,,1892,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4Q      ,950,As of Date: 12/31/2020,3,,,2041,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4R      ,726,As of Date: 12/31/2020,2,,,2413,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4S      ,359,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4T      ,924,As of Date: 12/31/2020,3,,,2041,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4U      ,503,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),4V      ,985,As of Date: 12/31/2020,3,,,2776,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4W      ,504,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4X      ,595,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4Y      ,506,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),4Z      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5A      ,502,As of Date: 12/31/2020,1,,,696,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5AA     ,721,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5B      ,505,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),5BB     ,721,As of Date: 12/31/2020,2,,,1142,0,0,0,0,0,130,0,0,0
50 Penn Housing Development Corporation  (50penn),5C      ,504,As of Date: 12/31/2020,1,,,1599,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5CC     ,721,As of Date: 12/31/2020,2,,,1459,0,0,0,0,0,130,0,0,0
50 Penn Housing Development Corporation  (50penn),5D      ,494,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5DD     ,356,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5E      ,396,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,86,0,0,0
50 Penn Housing Development Corporation  (50penn),5EE     ,357,As of Date: 12/31/2020,0,,,903,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5F      ,723,As of Date: 12/31/2020,2,,,824,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5FF     ,723,As of Date: 12/31/2020,2,,,2413,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5G      ,502,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5GG     ,502,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5H      ,507,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),5J      ,356,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5K      ,580,As of Date: 12/31/2020,1,,,696,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5L      ,530,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5M      ,365,As of Date: 12/31/2020,0,,,903,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5N      ,363,As of Date: 12/31/2020,0,,,1892,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5P      ,363,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5Q      ,950,As of Date: 12/31/2020,3,,,2041,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5R      ,726,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5S      ,359,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,86,0,0,0
50 Penn Housing Development Corporation  (50penn),5T      ,924,As of Date: 12/31/2020,3,,,2776,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5U      ,503,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5V      ,985,As of Date: 12/31/2020,3,,,1674,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5W      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5X      ,595,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),5Y      ,506,As of Date: 12/31/2020,1,,,696,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),5Z      ,504,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6A      ,502,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),6AA     ,721,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6B      ,505,As of Date: 12/31/2020,1,,,696,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6BB     ,721,As of Date: 12/31/2020,2,,,824,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6C      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6CC     ,721,As of Date: 12/31/2020,2,,,2413,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6D      ,494,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6DD     ,356,As of Date: 12/31/2020,0,,,1150,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6E      ,396,As of Date: 12/31/2020,0,,,1150,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6EE     ,357,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6F      ,723,As of Date: 12/31/2020,2,,,1459,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6FF     ,723,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6G      ,502,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6GG     ,502,As of Date: 12/31/2020,1,,,696,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6H      ,507,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6J      ,356,As of Date: 12/31/2020,0,,,1892,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6K      ,580,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6L      ,530,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6M      ,365,As of Date: 12/31/2020,0,,,903,0,0,0,0,0,86,0,0,0
50 Penn Housing Development Corporation  (50penn),6N      ,363,As of Date: 12/31/2020,0,,,1892,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6P      ,363,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6Q      ,950,As of Date: 12/31/2020,3,,,1307,0,0,0,0,0,162,0,0,0
50 Penn Housing Development Corporation  (50penn),6R      ,726,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6S      ,359,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6T      ,924,As of Date: 12/31/2020,3,,,2776,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6U      ,503,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),6V      ,985,As of Date: 12/31/2020,3,,,1674,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6W      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6X      ,595,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),6Y      ,503,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),6Z      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7A      ,502,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7AA     ,721,As of Date: 12/31/2020,2,,,1459,0,0,0,0,0,130,0,0,0
50 Penn Housing Development Corporation  (50penn),7B      ,505,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7BB     ,721,As of Date: 12/31/2020,2,,,1142,0,0,0,0,0,130,0,0,0
50 Penn Housing Development Corporation  (50penn),7C      ,504,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7CC     ,721,As of Date: 12/31/2020,2,,,824,0,0,0,0,0,130,0,0,0
50 Penn Housing Development Corporation  (50penn),7D      ,494,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),7DD     ,356,As of Date: 12/31/2020,0,,,1609.66,0,0,0,0,0,86,0,0,0
50 Penn Housing Development Corporation  (50penn),7E      ,396,As of Date: 12/31/2020,0,,,903,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7EE     ,357,As of Date: 12/31/2020,0,,,655,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7F      ,723,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7FF     ,721,As of Date: 12/31/2020,2,,,1459,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7G      ,502,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7GG     ,502,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7H      ,507,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7J      ,356,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7K      ,580,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7L      ,530,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7M      ,365,As of Date: 12/31/2020,0,,,903,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7N      ,363,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),7P      ,363,As of Date: 12/31/2020,0,,,1892,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7Q      ,950,As of Date: 12/31/2020,3,,,1307,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7R      ,726,As of Date: 12/31/2020,2,,,2413,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7S      ,359,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7T      ,924,As of Date: 12/31/2020,3,,,1674,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7U      ,503,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7V      ,985,As of Date: 12/31/2020,3,,,940,0,0,0,0,0,162,0,0,0
50 Penn Housing Development Corporation  (50penn),7W      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7X      ,595,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7Y      ,506,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),7Z      ,504,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8A      ,502,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8AA     ,721,As of Date: 12/31/2020,2,,,2413,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8B      ,505,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8BB     ,723,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8C      ,504,As of Date: 12/31/2020,1,,,2021,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8CC     ,726,As of Date: 12/31/2020,2,,,1142,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8D      ,494,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8E      ,396,As of Date: 12/31/2020,0,,,655,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8F      ,723,As of Date: 12/31/2020,2,,,1142,0,0,0,0,0,130,0,0,0
50 Penn Housing Development Corporation  (50penn),8FF     ,729,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8G      ,502,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8GG     ,502,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8H      ,507,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,98,0,0,0
50 Penn Housing Development Corporation  (50penn),8J      ,356,As of Date: 12/31/2020,0,,,1150,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8K      ,700,As of Date: 12/31/2020,2,,,1777,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8N      ,354,As of Date: 12/31/2020,0,,,1892,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),8P      ,354,As of Date: 12/31/2020,0,,,1397,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),9A      ,502,As of Date: 12/31/2020,1,,,961,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),9AA     ,721,As of Date: 12/31/2020,2,,,1459,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),9B      ,505,As of Date: 12/31/2020,1,,,1491,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),9BB     ,721,As of Date: 12/31/2020,2,,,2413,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),9C      ,504,As of Date: 12/31/2020,1,,,1226,0,0,0,0,0,0,0,0,0
50 Penn Housing Development Corporation  (50penn),9CC     ,726,As of Date: 12/31/2020,2,,,824,0,0,0,0,0,0,0,0,0
