cr51e_property,cr51e_unit,cr51e_squarefeet,cr51e_period,cr51e_bedrooms,cr51e_program,cr51e_contractnumber,cr51e_marketrent,cr51e_grossrent,cr51e_contractrent,cr51e_rdbasicrent,cr51e_subsidy,cr51e_tenantrent,cr51e_utilityallowance,cr51e_optionalcharges,cr51e_ttp,cr51e_utilityreimbursement
Linden Central Associates LP (lindenct),2F      ,0,As of Date: 12/31/2020,3,Tax Credit,,1111.97,1258.35,0,0,71.38,1111.97,75,0,1186.97,0
Linden Central Associates LP (lindenct),2G      ,0,As of Date: 12/31/2020,2,Tax Credit,,635.65,852.21,0,0,120.42,673.79,58,0,731.79,0
Linden Central Associates LP (lindenct),2H      ,0,As of Date: 12/31/2020,3,Tax Credit,,903.23,996.29,0,0,0,921.29,75,0,996.29,0
Linden Central Associates LP (lindenct),3A      ,0,As of Date: 12/31/2020,2,Tax Credit,,768.3,826.3,0,0,0,768.3,58,0,826.3,0
Linden Central Associates LP (lindenct),3B      ,0,As of Date: 12/31/2020,2,Tax Credit,,1076.41,1134.41,0,0,931.41,145,58,0,203,0
Linden Central Associates LP (lindenct),3C      ,0,As of Date: 12/31/2020,2,Tax Credit,,1059.13,1138.31,0,0,0,1080.31,58,0,1138.31,0
Linden Central Associates LP (lindenct),3D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1027.24,1070.03,0,0,864.03,148,58,0,206,0
Linden Central Associates LP (lindenct),3E      ,0,As of Date: 12/31/2020,2,Tax Credit,,926.28,1002.81,0,0,0,944.81,58,0,1002.81,0
Linden Central Associates LP (lindenct),3F      ,0,As of Date: 12/31/2020,3,Tax Credit,,903.23,996.29,0,0,0,921.29,75,0,996.29,0
Linden Central Associates LP (lindenct),3G      ,0,As of Date: 12/31/2020,2,Tax Credit,,778.64,852.21,0,0,0,794.21,58,0,852.21,0
Linden Central Associates LP (lindenct),3H      ,0,As of Date: 12/31/2020,3,Tax Credit,,1297.73,1353,0,0,0,1278,75,0,1353,0
Linden Central Associates LP (lindenct),4A      ,0,As of Date: 12/31/2020,2,Tax Credit,,778.64,852.21,0,0,0,794.21,58,0,852.21,0
Linden Central Associates LP (lindenct),4B      ,0,As of Date: 12/31/2020,2,Tax Credit,,778.64,819.64,0,0,0,778.64,41,0,819.64,0
Linden Central Associates LP (lindenct),4C      ,0,As of Date: 12/31/2020,2,Tax Credit,,710.12,965.28,0,0,0,907.28,58,0,965.28,0
Linden Central Associates LP (lindenct),4D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1025,1105.13,0,0,0,1047.13,58,0,1105.13,0
Linden Central Associates LP (lindenct),4E      ,0,As of Date: 12/31/2020,2,Tax Credit,,879.91,937.91,0,0,0,879.91,58,0,937.91,0
Linden Central Associates LP (lindenct),4F      ,0,As of Date: 12/31/2020,3,Tax Credit,,870.13,962.53,0,0,0,887.53,75,0,962.53,0
Linden Central Associates LP (lindenct),4G      ,0,As of Date: 12/31/2020,2,Tax Credit,,731.11,725.87,0,0,0,667.87,58,0,725.87,0
Linden Central Associates LP (lindenct),4H      ,0,As of Date: 12/31/2020,3,Tax Credit,,1134.2,1165.96,0,0,0,1111.96,54,0,1165.96,0
Linden Central Associates LP (lindenct),5A      ,0,As of Date: 12/31/2020,2,Tax Credit,,778.64,1129.93,0,0,277.72,794.21,58,0,852.21,0
Linden Central Associates LP (lindenct),5B      ,0,As of Date: 12/31/2020,2,Tax Credit,,778.64,852.21,0,0,0,794.21,58,0,852.21,0
Linden Central Associates LP (lindenct),5C      ,0,As of Date: 12/31/2020,2,Tax Credit,,778.64,995.2,0,0,142.99,794.21,58,0,852.21,0
Linden Central Associates LP (lindenct),5D      ,0,As of Date: 12/31/2020,2,Tax Credit,,862.91,938.17,0,0,0,880.17,58,0,938.17,0
Linden Central Associates LP (lindenct),5E      ,0,As of Date: 12/31/2020,2,Tax Credit,,928.01,986.01,0,0,0,928.01,58,0,986.01,0
Linden Central Associates LP (lindenct),5F      ,0,As of Date: 12/31/2020,3,Tax Credit,,1130.33,1163.34,0,0,524.34,564,75,0,639,0
Linden Central Associates LP (lindenct),5G      ,0,As of Date: 12/31/2020,2,Tax Credit,,980.62,1038.62,0,0,0,980.62,58,0,1038.62,0
Linden Central Associates LP (lindenct),5H      ,0,As of Date: 12/31/2020,3,Tax Credit,,1190.14,1265.14,0,0,0,1190.14,75,0,1265.14,0
Melrose Street Apartments L.P. (melrose),1A      ,629,As of Date: 12/31/2020,1,Tax Credit,,389.79,469.58,0,0,102.59,294.99,72,0,366.99,0
Melrose Street Apartments L.P. (melrose),1B      ,831,As of Date: 12/31/2020,2,Tax Credit,,666.23,1116.54,630,0,0,1023.54,93,0,1116.54,0
Melrose Street Apartments L.P. (melrose),1C      ,1019,As of Date: 12/31/2020,3,Tax Credit,,875.71,1074.47,0,0,0,959.47,115,0,1074.47,0
Melrose Street Apartments L.P. (melrose),1D      ,1007,As of Date: 12/31/2020,3,Tax Credit,,845.72,1027.92,0,0,0,912.92,115,0,1027.92,0
Melrose Street Apartments L.P. (melrose),1E      ,748,As of Date: 12/31/2020,2,Tax Credit,,462.46,564.7,350,0,0,471.7,93,0,564.7,0
Melrose Street Apartments L.P. (melrose),1F      ,620,As of Date: 12/31/2020,1,Tax Credit,,570.46,798.98,0,0,28.22,698.76,72,0,770.76,0
Melrose Street Apartments L.P. (melrose),2A      ,629,As of Date: 12/31/2020,1,Tax Credit,,357.41,523.17,0,0,8.43,421.74,93,0,514.74,0
Melrose Street Apartments L.P. (melrose),2B      ,831,As of Date: 12/31/2020,2,Tax Credit,,348,1130.72,0,0,625.72,412,93,0,505,0
Melrose Street Apartments L.P. (melrose),2C      ,1019,As of Date: 12/31/2020,3,Tax Credit,,909.6,1020.79,0,0,0,927.79,93,0,1020.79,0
Melrose Street Apartments L.P. (melrose),2D      ,1007,As of Date: 12/31/2020,3,Tax Credit,,771.98,1096.4,0,0,0,981.4,115,0,1096.4,0
Melrose Street Apartments L.P. (melrose),2E      ,748,As of Date: 12/31/2020,2,Tax Credit,,814.28,1117.26,0,0,0,1024.26,93,0,1117.26,0
Melrose Street Apartments L.P. (melrose),2F      ,748,As of Date: 12/31/2020,2,Tax Credit,,390.64,537.93,0,0,0,444.93,93,0,537.93,0
Melrose Street Apartments L.P. (melrose),2G      ,1048,As of Date: 12/31/2020,3,,,2228,0,0,0,0,0,0,0,0,0
Melrose Street Apartments L.P. (melrose),2H      ,1019,As of Date: 12/31/2020,3,Tax Credit,,771.98,1079.55,0,0,0,964.55,115,0,1079.55,0
Melrose Street Apartments L.P. (melrose),3A      ,629,As of Date: 12/31/2020,1,Tax Credit,,960.07,1032.07,0,0,836.07,124,72,0,196,0
Melrose Street Apartments L.P. (melrose),3B      ,831,As of Date: 12/31/2020,2,Tax Credit,,784.99,858.68,0,0,0,800.68,58,0,858.68,0
Melrose Street Apartments L.P. (melrose),3C      ,1019,As of Date: 12/31/2020,3,Tax Credit,,1136.53,1274.26,0,0,0,1159.26,115,0,1274.26,0
Melrose Street Apartments L.P. (melrose),3D      ,1007,As of Date: 12/31/2020,3,Tax Credit,,1037.4,1234.84,0,0,0,1119.84,115,0,1234.84,0
Melrose Street Apartments L.P. (melrose),3E      ,748,As of Date: 12/31/2020,2,Tax Credit,,260,1023.85,0,0,874.85,91,58,0,149,0
Melrose Street Apartments L.P. (melrose),3F      ,748,As of Date: 12/31/2020,2,Tax Credit,,860.51,1095.32,0,0,0,1002.32,93,0,1095.32,0
Melrose Street Apartments L.P. (melrose),3G      ,1048,As of Date: 12/31/2020,3,Tax Credit,,771.98,1064.55,0,0,0,949.55,115,0,1064.55,0
Melrose Street Apartments L.P. (melrose),3H      ,1019,As of Date: 12/31/2020,3,Tax Credit,,1093.09,1289.24,0,0,0,1174.24,115,0,1289.24,0
Melrose Street Apartments L.P. (melrose),4A      ,629,As of Date: 12/31/2020,1,Tax Credit,,426,508.65,0,0,0,436.65,72,0,508.65,0
Melrose Street Apartments L.P. (melrose),4B      ,831,As of Date: 12/31/2020,2,Tax Credit,,887.55,1051.09,0,0,0,958.09,93,0,1051.09,0
Melrose Street Apartments L.P. (melrose),4C      ,1019,As of Date: 12/31/2020,3,Tax Credit,,1359,1535.83,0,0,778.83,642,115,0,757,0
Melrose Street Apartments L.P. (melrose),4D      ,1007,As of Date: 12/31/2020,3,Tax Credit,,1081.55,1248.51,0,0,153.21,980.3,115,0,1095.3,0
Melrose Street Apartments L.P. (melrose),4E      ,748,As of Date: 12/31/2020,2,Tax Credit,,814.28,1312.77,0,0,0,1219.77,93,0,1312.77,0
Melrose Street Apartments L.P. (melrose),4F      ,748,As of Date: 12/31/2020,2,Tax Credit,,1036.05,1367.29,0,0,1191.29,176,0,0,176,0
Melrose Street Apartments L.P. (melrose),4G      ,1048,As of Date: 12/31/2020,3,Tax Credit,,951.75,1286.94,0,0,0,1212.94,74,0,1286.94,0
Melrose Street Apartments L.P. (melrose),4H      ,1019,As of Date: 12/31/2020,3,Tax Credit,,951.75,1327.94,0,0,0,1212.94,115,0,1327.94,0
Melrose Street Apartments L.P. (melrose),5D      ,767,As of Date: 12/31/2020,2,Tax Credit,,753.23,867.08,0,0,0,774.08,93,0,867.08,0
Melrose Street Apartments L.P. (melrose),5E      ,748,As of Date: 12/31/2020,2,Tax Credit,,982.53,1095.18,0,0,38.92,963.26,93,0,1056.26,0
Melrose Street Apartments L.P. (melrose),5F      ,748,As of Date: 12/31/2020,2,Tax Credit,,814.28,1048.28,0,0,0,955.28,93,0,1048.28,0
Melrose Street Apartments L.P. (melrose),5G      ,809,As of Date: 12/31/2020,2,Tax Credit,,814.28,1104.65,0,0,0,1011.65,93,0,1104.65,0
Melrose Street Apartments L.P. (melrose),6D      ,767,As of Date: 12/31/2020,2,Tax Credit,,814.28,1125.66,0,0,0,1032.66,93,0,1125.66,0
Melrose Street Apartments L.P. (melrose),6E      ,748,As of Date: 12/31/2020,2,Tax Credit,,907.52,1106.9,0,0,0,1013.9,93,0,1106.9,0
Melrose Street Apartments L.P. (melrose),6F      ,748,As of Date: 12/31/2020,2,Tax Credit,,742.64,908.53,0,0,0,815.53,93,0,908.53,0
Melrose Street Apartments L.P. (melrose),6G      ,809,As of Date: 12/31/2020,2,,,370.13,0,0,0,0,0,58,0,0,0
Melrose Street Apartments L.P. (melrose),ROOFTOP ,0,As of Date: 12/31/2020,,,,0,0,0,0,0,0,0,0,0,0
Melrose SPI HDFC (melspi),239-1   ,0,As of Date: 12/31/2020,2,Tax Credit,,1732,1453,0,0,937,423,93,0,516,0
Melrose SPI HDFC (melspi),239-2   ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,2546,0,0,1894,559,93,0,652,0
Melrose SPI HDFC (melspi),239-3   ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,2303.36,0,0,1750,478.36,75,0,553.36,0
Melrose SPI HDFC (melspi),239-4   ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,1247,0,0,0,1172,75,0,1247,0
Melrose SPI HDFC (melspi),348-1   ,0,As of Date: 12/31/2020,2,Tax Credit,,787.91,882.91,0,0,37,787.91,58,0,845.91,0
Melrose SPI HDFC (melspi),348-2   ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,1197,0,0,0,1172,25,0,1197,0
Melrose SPI HDFC (melspi),348-3   ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,2303,0,0,1681,547,75,0,547,0
Melrose SPI HDFC (melspi),348-4   ,0,As of Date: 12/31/2020,3,Tax Credit,,999.02,1073.02,0,0,0,999.02,74,0,1073.02,0
"Mennonite United Revival Apts, L.P. (menn)",1A      ,450,As of Date: 12/31/2020,0,,,845,887.78,0,0,0,887.78,44,0,0,0
"Mennonite United Revival Apts, L.P. (menn)",1B      ,450,As of Date: 12/31/2020,0,Tax Credit,,657.6,701.6,0,0,0,657.6,44,0,701.6,0
"Mennonite United Revival Apts, L.P. (menn)",1C      ,600,As of Date: 12/31/2020,1,Tax Credit,,1496,1579,0,0,1309,187,83,0,270,0
"Mennonite United Revival Apts, L.P. (menn)",1D      ,1034,As of Date: 12/31/2020,3,Tax Credit,,2228,2323,0,0,1887,341,95,0,436,0
"Mennonite United Revival Apts, L.P. (menn)",1E      ,750,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
"Mennonite United Revival Apts, L.P. (menn)",1F      ,450,As of Date: 12/31/2020,0,Tax Credit,,0,878.7,0,0,0,808.7,70,0,878.7,0
"Mennonite United Revival Apts, L.P. (menn)",2A      ,614,As of Date: 12/31/2020,1,Tax Credit,,707.94,794.09,0,0,33.11,688.98,72,0,760.98,0
"Mennonite United Revival Apts, L.P. (menn)",2B      ,765,As of Date: 12/31/2020,2,Tax Credit,,1732,1808,0,0,1659,73,76,0,149,0
"Mennonite United Revival Apts, L.P. (menn)",2C      ,784,As of Date: 12/31/2020,2,Tax Credit,,1732,1808,0,0,1245,487,76,0,563,0
"Mennonite United Revival Apts, L.P. (menn)",2D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1032.22,1121.12,0,0,0,1045.12,76,0,1121.12,0
"Mennonite United Revival Apts, L.P. (menn)",2E      ,0,As of Date: 12/31/2020,2,Tax Credit,,1050.1,1147.1,0,0,0,1071.1,76,0,1147.1,0
"Mennonite United Revival Apts, L.P. (menn)",2F      ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,2668,0,0,1714,859,95,0,954,0
"Mennonite United Revival Apts, L.P. (menn)",3A      ,0,As of Date: 12/31/2020,1,Tax Credit,,867.21,956.55,0,0,0,884.55,72,0,956.55,0
"Mennonite United Revival Apts, L.P. (menn)",3B      ,0,As of Date: 12/31/2020,2,Tax Credit,,875.11,975.99,0,0,0,896.99,79,0,975.99,0
"Mennonite United Revival Apts, L.P. (menn)",3C      ,0,As of Date: 12/31/2020,2,Tax Credit,,1732,1808,0,0,1585,147,76,0,223,0
"Mennonite United Revival Apts, L.P. (menn)",3D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1032.22,1128.86,0,0,0,1052.86,76,0,1128.86,0
"Mennonite United Revival Apts, L.P. (menn)",3E      ,0,As of Date: 12/31/2020,2,Tax Credit,,1032.22,1108.22,0,0,0,1032.22,76,0,1108.22,0
"Mennonite United Revival Apts, L.P. (menn)",3F      ,0,As of Date: 12/31/2020,3,Tax Credit,,2228,1988.68,0,0,1529.68,364,95,0,459,0
"Mennonite United Revival Apts, L.P. (menn)",4A      ,0,As of Date: 12/31/2020,0,Tax Credit,,867.21,956.55,0,0,0,884.55,72,0,956.55,0
"Mennonite United Revival Apts, L.P. (menn)",4B      ,0,As of Date: 12/31/2020,2,Tax Credit,,1050.1,1147.1,0,0,0,1071.1,76,0,1147.1,0
"Mennonite United Revival Apts, L.P. (menn)",4C      ,0,As of Date: 12/31/2020,2,Tax Credit,,1732,1616.22,0,0,1196.22,344,76,0,420,0
"Mennonite United Revival Apts, L.P. (menn)",4D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1050.1,1173.88,0,0,0,1097.88,76,0,1173.88,0
"Mennonite United Revival Apts, L.P. (menn)",4E      ,0,As of Date: 12/31/2020,2,Tax Credit,,1050.1,1147.1,0,0,0,1071.1,76,0,1147.1,0
"Mennonite United Revival Apts, L.P. (menn)",4F      ,0,As of Date: 12/31/2020,3,Tax Credit,,1207.31,1304.31,0,0,909.31,298,97,0,395,0
Joe RB Noll Street LLC. (noll1),1A-N    ,633,As of Date: 12/31/2020,1,Tax Credit,,608.66,769.16,0,0,0,710.16,59,0,769.16,0
Joe RB Noll Street LLC. (noll1),1B-N    ,633,As of Date: 12/31/2020,1,Tax Credit,,947.15,1049.24,0,0,0,990.24,59,0,1049.24,0
Joe RB Noll Street LLC. (noll1),1C-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,922.79,1137.34,0,0,0,1077.34,60,0,1137.34,0
Joe RB Noll Street LLC. (noll1),1D-N    ,0,As of Date: 12/31/2020,3,Tax Credit,,422,1174.75,0,0,336.75,761,77,0,838,0
Joe RB Noll Street LLC. (noll1),1E-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,419,1088.98,0,0,909.98,64,115,0,179,0
Joe RB Noll Street LLC. (noll1),1F-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,1009,1228.19,0,0,0,1168.19,60,0,1228.19,0
Joe RB Noll Street LLC. (noll1),1G-N    ,600,As of Date: 12/31/2020,1,Tax Credit,,355.2,568.16,0,0,104.58,404.58,59,0,463.58,0
Joe RB Noll Street LLC. (noll1),1J-N    ,610,As of Date: 12/31/2020,1,Tax Credit,,931,1030.13,0,0,0,971.13,59,0,1030.13,0
Joe RB Noll Street LLC. (noll1),1K-N    ,605,As of Date: 12/31/2020,1,Tax Credit,,330.74,457.75,0,0,0,398.75,59,0,457.75,0
Joe RB Noll Street LLC. (noll1),1L-N    ,610,As of Date: 12/31/2020,1,Tax Credit,,355.21,473.69,0,0,0,414.69,59,0,473.69,0
Joe RB Noll Street LLC. (noll1),2A-N    ,830,As of Date: 12/31/2020,2,Tax Credit,,430.26,562.3,0,0,0,502.3,60,0,562.3,0
Joe RB Noll Street LLC. (noll1),2B-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,731.18,913.63,0,0,0,853.63,60,0,913.63,0
Joe RB Noll Street LLC. (noll1),2C-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,90,1112.53,0,0,878.53,174,60,0,234,0
Joe RB Noll Street LLC. (noll1),2D-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1191.58,1330.41,0,0,0,1215.41,115,0,1330.41,0
Joe RB Noll Street LLC. (noll1),2E-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,853.9,1092.7,0,0,0,977.7,115,0,1092.7,0
Joe RB Noll Street LLC. (noll1),2F-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,540,608.8,0,0,0,550.8,58,0,608.8,0
Joe RB Noll Street LLC. (noll1),2G-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,831,1046.65,0,0,0,953.65,93,0,1046.65,0
Joe RB Noll Street LLC. (noll1),2H-N    ,645,As of Date: 12/31/2020,1,Tax Credit,,693.12,916.18,0,0,0,844.18,72,0,916.18,0
Joe RB Noll Street LLC. (noll1),2J-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1157.99,1305.05,0,0,0,1190.05,115,0,1305.05,0
Joe RB Noll Street LLC. (noll1),2K-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,555.85,640.96,0,0,0,566.96,74,0,640.96,0
Joe RB Noll Street LLC. (noll1),3A-N    ,830,As of Date: 12/31/2020,2,Tax Credit,,888.76,1135.66,0,0,0,1042.66,93,0,1135.66,0
Joe RB Noll Street LLC. (noll1),3B-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,731.18,987.46,0,0,0,894.46,93,0,987.46,0
Joe RB Noll Street LLC. (noll1),3C-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,1183,1320.72,0,0,0,1227.72,93,0,1320.72,0
Joe RB Noll Street LLC. (noll1),3D-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1067.08,1330.42,0,0,0,1215.42,115,0,1330.42,0
Joe RB Noll Street LLC. (noll1),3E-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1067.08,1348.65,0,0,0,1233.65,115,0,1348.65,0
Joe RB Noll Street LLC. (noll1),3F-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,730.12,945.41,0,0,0,852.41,93,0,945.41,0
Joe RB Noll Street LLC. (noll1),3G-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,1123,1238.46,0,0,0,1145.46,93,0,1238.46,0
Joe RB Noll Street LLC. (noll1),3H-N    ,645,As of Date: 12/31/2020,1,Tax Credit,,885.2,1078.82,0,0,0,1006.82,72,0,1078.82,0
Joe RB Noll Street LLC. (noll1),3J-N    ,929.34,As of Date: 12/31/2020,3,Tax Credit,,180,1072.4,0,0,802.4,155,115,0,270,0
Joe RB Noll Street LLC. (noll1),3K-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,926.59,1196.79,0,0,0,1081.79,115,0,1196.79,0
Joe RB Noll Street LLC. (noll1),4A-N    ,830,As of Date: 12/31/2020,2,Tax Credit,,703.18,970.89,0,0,0,877.89,93,0,970.89,0
Joe RB Noll Street LLC. (noll1),4B-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,889.24,1194.38,0,0,0,1101.38,93,0,1194.38,0
Joe RB Noll Street LLC. (noll1),4C-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,999.23,1119.9,0,0,0,1026.9,93,0,1119.9,0
Joe RB Noll Street LLC. (noll1),4D-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,497.75,696.11,0,0,0,581.11,115,0,696.11,0
Joe RB Noll Street LLC. (noll1),4E-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1251.55,1328.55,0,0,0,1251.55,77,0,1328.55,0
Joe RB Noll Street LLC. (noll1),4F-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,681.29,961.26,0,0,0,868.26,93,0,961.26,0
Joe RB Noll Street LLC. (noll1),4G-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,922.79,1170.34,0,0,0,1077.34,93,0,1170.34,0
Joe RB Noll Street LLC. (noll1),4H-N    ,645,As of Date: 12/31/2020,1,Tax Credit,,909,1041.36,0,0,106.05,863.31,72,0,935.31,0
Joe RB Noll Street LLC. (noll1),4J-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1028.97,1371.11,0,0,0,1256.11,115,0,1371.11,0
Joe RB Noll Street LLC. (noll1),4K-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1031.21,1355.66,0,0,0,1240.66,115,0,1355.66,0
Joe RB Noll Street LLC. (noll1),5A-N    ,830,As of Date: 12/31/2020,2,Tax Credit,,430.27,590.42,0,0,0,497.42,93,0,590.42,0
Joe RB Noll Street LLC. (noll1),5B-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,731.18,947.04,0,0,0,854.04,93,0,947.04,0
Joe RB Noll Street LLC. (noll1),5C-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,922.78,1223.2,0,0,0,1130.2,93,0,1223.2,0
Joe RB Noll Street LLC. (noll1),5D-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1010.95,1326.82,0,0,0,1211.82,115,0,1326.82,0
Joe RB Noll Street LLC. (noll1),5E-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1054,1238.99,0,0,586.99,537,115,0,652,0
Joe RB Noll Street LLC. (noll1),5F-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,430.26,595.3,0,0,0,502.3,93,0,595.3,0
Joe RB Noll Street LLC. (noll1),5G-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,1123,1247.09,0,0,0,1154.09,93,0,1247.09,0
Joe RB Noll Street LLC. (noll1),5H-N    ,645,As of Date: 12/31/2020,1,,,809.63,0,0,0,0,0,57,0,0,0
Joe RB Noll Street LLC. (noll1),5J-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1126.77,1272.96,0,0,0,1157.96,115,0,1272.96,0
Joe RB Noll Street LLC. (noll1),5K-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1127.32,1431.14,0,0,0,1316.14,115,0,1431.14,0
Joe RB Noll Street LLC. (noll1),6A-N    ,830,As of Date: 12/31/2020,2,Tax Credit,,817.47,947.66,0,0,0,854.66,93,0,947.66,0
Joe RB Noll Street LLC. (noll1),6B-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,832.83,946.65,0,0,450.65,403,93,0,496,0
Joe RB Noll Street LLC. (noll1),6C-N    ,835,As of Date: 12/31/2020,2,Tax Credit,,691.73,930.11,0,0,0,837.11,93,0,930.11,0
Joe RB Noll Street LLC. (noll1),6D-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1028.96,1383.72,0,0,0,1268.72,115,0,1383.72,0
Joe RB Noll Street LLC. (noll1),6E-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,1263,1461.87,0,0,0,1346.87,115,0,1461.87,0
Joe RB Noll Street LLC. (noll1),6F-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,1002.89,1267.1,0,0,979.1,195,93,0,288,0
Joe RB Noll Street LLC. (noll1),6G-N    ,800,As of Date: 12/31/2020,2,Tax Credit,,838.6,1126.05,0,0,0,1033.05,93,0,1126.05,0
Joe RB Noll Street LLC. (noll1),6H-N    ,645,As of Date: 12/31/2020,1,Tax Credit,,692.29,920.65,0,0,0,848.65,72,0,920.65,0
Joe RB Noll Street LLC. (noll1),6J-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,929.34,1113.34,0,0,481.34,517,115,0,632,0
Joe RB Noll Street LLC. (noll1),6K-N    ,998,As of Date: 12/31/2020,3,Tax Credit,,855.12,1113.33,0,0,0,998.33,115,0,1113.33,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-0A   ,585,As of Date: 12/31/2020,1,Tax Credit,,558,643.95,0,0,0,571.95,72,0,643.95,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-0B   ,608,As of Date: 12/31/2020,1,Tax Credit,,882,954,0,0,0,882,72,0,954,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-0C   ,608,As of Date: 12/31/2020,1,Tax Credit,,882,967.23,0,0,0,895.23,72,0,967.23,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-1A   ,596,As of Date: 12/31/2020,1,Tax Credit,,720,813.8,0,0,0,730.8,83,0,813.8,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-1B   ,608,As of Date: 12/31/2020,1,Tax Credit,,882,987.05,0,0,0,904.05,83,0,987.05,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2A   ,585,As of Date: 12/31/2020,1,Tax Credit,,558,630,0,0,0,558,72,0,630,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2B   ,608,As of Date: 12/31/2020,1,Tax Credit,,904.05,987.05,0,0,0,904.05,83,0,987.05,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2C   ,431,As of Date: 12/31/2020,0,Tax Credit,,822,912.55,0,0,0,842.55,70,0,912.55,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2D   ,550,As of Date: 12/31/2020,1,Tax Credit,,1223,1295,0,0,802,421,72,0,493,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2E   ,422,As of Date: 12/31/2020,0,Tax Credit,,519,587,0,0,0,519,68,0,587,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3A   ,596,As of Date: 12/31/2020,1,,,720,0,0,0,0,0,72,0,0,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3B   ,608,As of Date: 12/31/2020,1,Tax Credit,,895.23,894,0,0,0,822,72,0,894,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3C   ,690,As of Date: 12/31/2020,1,Tax Credit,,882,976.05,0,0,0,904.05,72,0,976.05,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3D   ,530,As of Date: 12/31/2020,1,,,1254,0,0,0,0,0,72,0,0,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-2C ,1034,As of Date: 12/31/2020,3,Tax Credit,,1000,1095,0,0,0,1000,95,0,1095,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-3A ,751,As of Date: 12/31/2020,2,Tax Credit,,1065,1144,0,0,0,1065,79,0,1144,0
"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-3B ,1034,As of Date: 12/31/2020,3,Tax Credit,,775,870,0,0,0,775,95,0,870,0
