latitude,longitude,n_units
41.75298309,-72.67891693,100
41.52471161,-72.07556915,75
41.31832504,-72.88738251,79
41.31880569,-72.88993073,81
41.75466537,-72.66902161,40
41.74969101,-72.68301392,74
41.74520874,-72.68319702,30
41.56779861,-72.69660187,151
41.98847198,-72.43941498,61
41.09089279,-73.41678619,6
41.75185013,-72.67533875,6
41.7725296,-72.67734528,9
41.7828064,-72.69141388,12
41.17737961,-73.15963745,6
41.19631577,-73.19972229,16
41.80382156,-73.11561584,6
41.55962372,-73.02741241,7
41.76781464,-72.69743347,31
41.5590477,-73.03884888,20
41.54924393,-73.0373764,8
41.56467819,-73.05053711,7
41.19219208,-73.17662048,6
41.50169754,-73.04440308,6
41.54529572,-73.0474472,7
41.1878624,-73.17651367,4
41.1856308,-73.18676758,14
41.7606926,-72.67918396,24
41.18654633,-73.18244171,8
41.69092178,-72.79788208,60
41.56671143,-72.33432007,27
41.29253769,-72.9380188,3
41.3549881,-72.09838867,146
41.35741043,-72.09828186,295
41.56137085,-73.02815247,3
41.5590477,-73.03840637,3
41.17970657,-73.18141174,27
41.56097412,-73.02873993,3
41.54639435,-73.03770447,6
41.85241699,-72.65142059,40
41.09767914,-73.44514465,42
41.32849884,-72.92546844,28
41.77321625,-72.69181061,78
41.75557327,-72.68140411,32
41.7757225,-72.69716644,57
41.6731987,-72.92845917,296
41.56150055,-73.02845764,17
41.17947006,-73.18141937,17
41.06204987,-73.52474213,30
41.56591415,-73.04839325,3
41.28236771,-73.4901123,25
41.75794983,-72.68964386,18
41.18283844,-73.19070435,18
41.67215729,-72.78269958,156
41.34075165,-72.98010254,30
41.56086349,-73.03186035,3
41.98545837,-71.89985657,28
41.42355728,-72.44683075,23
41.84371567,-72.69849396,48
41.56277847,-73.05206299,80
41.17773056,-73.19671631,81
41.55635452,-73.02913666,8
41.32502365,-72.95265198,9
41.57169724,-72.30850983,84
41.91679382,-72.79030609,50
41.30467606,-72.92459869,75
41.66267014,-72.78245544,34
41.81152344,-73.12154388,3
41.69281006,-72.68842316,3
41.55621338,-73.02874756,8
41.30906296,-72.93592834,148
41.56338882,-73.03638458,6
41.10257339,-73.42017365,22
41.65766907,-72.78632355,2
41.55588531,-73.03437042,6
41.57148361,-72.30818176,82
41.35886383,-72.20445251,54
41.65986252,-72.78352356,20
41.70912933,-72.81256104,68
41.77218246,-72.69598389,28
41.56415558,-72.65247345,40
41.75797272,-72.69164276,15
41.80090714,-71.89797211,27
41.31955719,-72.94084167,7
41.9325676,-72.63116455,21
41.55668259,-73.04077911,91
41.7465477,-72.68689728,18
41.74822998,-72.67376709,13
41.56262589,-73.03325653,7
41.75846863,-72.67565155,76
41.18244553,-73.15633392,15
41.53159332,-72.79306793,80
41.30128098,-72.69373322,13
41.75654221,-72.67902374,28
41.31220245,-72.9410553,120
41.31220245,-72.9410553,96
41.60132217,-71.9758606,27
41.17848969,-73.20906067,32
41.81980896,-73.11058044,91
41.75422287,-72.6966629,60
41.06144714,-73.62722015,36
41.67913437,-72.9389267,12
41.05180359,-73.54901886,15
41.05002594,-73.54948425,48
41.58383179,-73.06723022,108
41.76785278,-72.68315887,46
41.53033066,-72.82237244,74
41.54546356,-72.81703186,42
41.71260452,-72.2237854,30
41.55506134,-72.95756531,46
41.32246399,-72.89620209,25
41.78320694,-72.68351746,37
41.18056488,-73.19513702,38
41.53604889,-72.80582428,99
41.53691101,-72.80434418,201
41.75598907,-72.68039703,44
41.52166748,-72.80180359,32
41.74609375,-72.68284607,22
41.78730774,-72.67619324,14
41.09803391,-73.41867065,44
41.09775925,-73.40036774,49
41.05212402,-73.54008484,28
41.04308701,-73.53714752,29
41.17435837,-73.20468903,34
41.04659271,-73.53927612,27
41.75725174,-72.68906403,26
41.31001282,-72.94725037,59
41.67359924,-72.70847321,128
41.30160141,-72.94060516,65
41.35403442,-72.14389038,25
41.30610657,-72.89765167,20
41.32944107,-72.87360382,312
41.70504379,-72.88404846,34
41.17343903,-73.20540619,44
41.75904846,-72.63832855,50
41.13862228,-73.30604553,39
41.78051376,-72.68824768,88
41.27232361,-72.98549652,230
41.79737854,-72.83771515,45
41.39227676,-73.45027924,70
41.21023178,-73.02009583,120
41.18571472,-73.18403625,35
41.75008774,-72.67543793,57
41.7515564,-72.66201019,65
41.30125046,-72.69351196,21
41.3182869,-72.92970276,30
41.27544785,-72.97420502,180
41.18140793,-73.19055939,191
41.27643204,-72.87322235,18
41.81297684,-72.84300232,54
41.80257797,-73.12314606,42
41.52668381,-72.07462311,58
41.38936234,-73.44765472,36
41.75439453,-72.89109039,51
41.77116013,-72.69139099,45
41.91902161,-72.53944397,360
41.17214966,-73.19616699,50
41.3451004,-72.89482117,62
41.75492477,-72.67462921,12
41.77169037,-72.69125366,23
41.31906509,-72.92969513,9
41.80512619,-72.50833893,100
41.38959885,-73.45490265,4
41.70899582,-72.60456848,20
41.79049683,-72.6815033,59
41.7206192,-73.47694397,24
41.0422554,-73.55596161,110
41.75157166,-72.68352509,61
41.81529236,-72.53108215,72
41.82319641,-72.54558563,102
41.81896591,-72.90680695,98
41.74691772,-72.68689728,77
41.92321777,-73.06776428,44
41.77738953,-72.67609406,148
41.61184692,-72.86750031,180
41.79185104,-72.68440247,50
41.80370331,-73.14131165,176
41.30316162,-72.92424774,33
41.71021271,-72.20751953,50
41.82319641,-72.54558563,94
41.30398941,-72.94417572,30
41.38737488,-73.44503021,116
41.04348373,-73.55535126,56
41.5244751,-72.075737,70
41.75634384,-72.69231415,50
41.56324768,-73.04826355,21
41.39605331,-73.05748749,56
41.31786346,-72.88760376,81
41.75526428,-72.69287872,24
41.36896515,-72.85747528,103
41.22497559,-73.17735291,40
41.60569763,-72.75046539,84
41.75723267,-72.67037964,73
41.31021118,-72.89713287,24
41.62850189,-72.74140167,110
41.18863678,-73.17794037,25
41.18276596,-73.18082428,20
41.56434631,-72.64962006,96
41.78592682,-72.67788696,40
41.56415558,-72.65247345,21
41.32991028,-72.95762634,88
41.32549667,-72.87080383,79
41.64474106,-72.71594238,84
41.04708099,-73.54893494,16
41.59413147,-72.33951569,32
41.05117035,-73.54452515,60
41.32057571,-72.95162964,22
41.35690689,-72.09635925,294
41.75590134,-72.67063141,54
41.57842255,-73.42313385,40
41.77512741,-72.67642212,57
41.27690887,-72.81678772,17
41.84498596,-71.90691376,116
41.72834778,-72.78902435,91
41.17855072,-73.21634674,85
41.0488205,-73.55119324,90
41.28035736,-73.48970795,132
41.39317703,-73.4792099,28
41.82245636,-72.50672913,88
41.04506302,-73.54100037,50
41.76816177,-72.6829834,70
41.98824692,-72.44044495,86
41.1891861,-73.17666626,20
41.31027985,-72.87348175,102
41.12545395,-73.42487335,57
41.04662323,-73.54976654,121
41.14564514,-73.48422241,40
41.80662918,-72.8391571,103
41.7630806,-72.70664215,372
41.17127609,-73.19615173,62
41.35805511,-72.11828613,126
41.76686859,-72.53044128,57
41.31718445,-72.88826752,33
41.51934814,-72.08512115,22
41.0529213,-73.5335083,200
41.34945679,-72.95412445,101
41.76330185,-72.68643188,144
41.71530151,-72.19950104,56
41.31439972,-72.87409973,44
41.6731987,-72.92845917,280
41.04298019,-73.53411102,50
41.17935562,-73.2069931,118
41.76490021,-72.72452545,137
41.34059525,-72.95746613,47
41.16951752,-73.20645905,33
41.10896301,-73.42056274,18
41.69351578,-72.79576874,70
41.12117767,-73.41552734,34
41.34708023,-72.95852661,77
41.77321625,-72.69181061,88
41.08190155,-73.50669861,106
41.81359863,-73.09360504,78
41.70327377,-72.73516846,74
41.05184937,-73.54454803,88
41.79384232,-72.68636322,74
41.05644226,-73.52555847,60
41.19944763,-73.16524506,186
41.3107338,-72.95078278,144
41.54746628,-73.03796387,33
41.35513306,-72.0983429,146
41.90610123,-72.78910065,48
41.05888748,-73.56089783,76
41.55422974,-73.00365448,63
41.17625046,-73.20322418,102
41.86752701,-72.432724,68
41.13862228,-73.30604553,54
41.20186996,-73.18408966,56
41.75466537,-72.66902161,50
41.47393417,-73.4354248,72
41.55908966,-73.04659271,35
41.57899094,-73.40839386,38
41.18480682,-73.1759491,93
41.76769257,-72.56261444,379
41.7537384,-72.69350433,42
41.6579895,-72.92419434,90
41.94517899,-72.28991699,79
41.14670181,-73.4839859,33
41.5705452,-72.04839325,116
41.82115936,-72.49886322,83
41.0597496,-73.54058838,48
41.38386536,-73.43574524,58
41.18132782,-73.23978424,50
41.32108307,-72.9523468,82
41.29025269,-72.52253723,21
41.14030075,-73.48809814,40
41.71632385,-72.60562897,72
41.35854721,-72.92414093,77
41.54742432,-72.63052368,32
41.34197998,-72.12261963,90
41.09640121,-73.42739868,80
41.66761017,-72.77723694,80
41.27518463,-72.87615967,70
38.92929459,-77.03735352,12
38.88950729,-76.91932678,83
38.86465836,-76.98007202,27
38.90494919,-77.01439667,27
38.86142349,-76.97362518,155
38.84657669,-76.9992218,42
38.92198563,-77.03913879,17
38.92454147,-77.03786469,29
38.89574814,-76.94889069,213
38.92335892,-77.03813934,58
38.91940689,-77.04147339,23
38.84466934,-76.97278595,250
38.92418289,-76.99770355,34
38.87527084,-77.00035095,18
38.8278923,-77.00249481,196
38.91539764,-77.00078583,95
38.8900032,-76.9421463,549
38.92803192,-76.95610046,158
38.85689545,-76.99626923,128
38.84935379,-76.97122955,60
38.91497421,-77.02941132,35
38.83353043,-76.98577118,105
38.84697723,-76.97960663,347
38.84495926,-76.97836304,230
38.90725708,-77.03173828,94
38.84418106,-76.98438263,64
38.90568542,-77.00939941,284
38.88542938,-76.93589783,86
38.88860321,-76.95474243,470
38.82622147,-77.00679016,110
38.92285919,-77.00048065,200
38.92752457,-77.03591156,28
38.84344864,-76.98709869,163
38.85425949,-76.97176361,74
38.82892227,-77.0085144,78
38.85426331,-76.97275543,94
38.92697144,-76.99637604,79
38.90431976,-77.02755737,160
38.96396255,-77.03242493,59
38.93851089,-77.02610779,78
38.85280609,-76.96986389,224
38.97182465,-77.02728271,105
38.83589172,-76.99261475,180
38.82292938,-77.00173187,136
38.82925797,-76.99639893,273
38.92686462,-77.03266144,406
38.8464241,-76.97724152,185
38.92459488,-77.03146362,80
38.89987183,-76.92954254,214
38.83825684,-76.99864197,259
38.92142487,-77.03322601,35
38.8521843,-76.98924255,266
38.85331345,-76.98308563,378
38.92422104,-76.99761963,258
38.92399216,-77.03554535,80
38.86274338,-76.97193146,176
38.82554626,-77.00189209,392
38.88145065,-77.01326752,648
38.90399551,-76.97440338,312
38.9030838,-77.0141449,119
38.85499954,-76.97873688,36
38.85987091,-76.97123718,26
38.92431641,-76.99740601,200
38.92769623,-77.0322876,122
38.9336319,-77.03625488,72
38.92227554,-77.03079224,152
38.88619232,-76.953125,202
38.92366409,-77.02633667,17
38.9081955,-77.02212524,136
38.92134857,-77.03455353,15
38.86290741,-76.97974396,15
38.89170456,-76.91756439,151
38.84781265,-76.97893524,124
38.84634018,-77.00518036,126
38.92389679,-77.03104401,77
38.88214493,-76.92643738,151
38.8436203,-76.98648834,214
38.8601265,-76.99203491,44
38.83779907,-77.00257111,126
38.92353821,-77.03204346,112
38.87883377,-76.99929047,162
38.86152267,-76.98423004,134
38.86328888,-76.98179626,83
38.8446579,-76.97813416,202
38.87885284,-76.9331665,74
38.90131378,-76.94568634,172
38.85934067,-76.99120331,226
38.84088135,-77.00080872,100
38.84851074,-76.96794891,249
38.89012909,-76.91799164,86
38.83564758,-77.00521851,56
38.82234573,-77.01130676,714
38.89649582,-76.98316956,92
38.87670135,-77.00032043,138
38.85318756,-76.97167969,94
38.901371,-77.0131073,184
38.92436218,-77.03223419,205
38.88999939,-76.93328094,104
38.84781265,-76.97893524,157
38.93461609,-77.0329361,233
38.8446312,-76.97273254,257
38.91244125,-77.03391266,130
38.88775253,-76.95381927,101
38.93287277,-77.03487396,29
38.92544174,-77.03795624,118
38.86944962,-76.97756958,12
38.9283638,-76.95641327,52
38.88221359,-76.93076324,61
38.87091064,-76.96604919,98
38.85485458,-76.97049713,118
38.9573288,-77.02044678,30
38.90127563,-76.94706726,569
38.94077301,-77.02544403,72
38.83562851,-76.99516296,316
38.89981461,-76.98298645,182
38.94419861,-77.01311493,52
38.83758545,-76.98889923,116
38.85162735,-76.98197174,98
38.87394714,-76.97233582,118
38.82855988,-76.99211884,118
38.91573334,-77.00531006,178
38.96397781,-77.03081512,62
38.87883377,-76.99929047,39
38.92605591,-77.0321579,174
38.82938004,-76.99541473,22
38.9305954,-76.99475861,39
38.90635681,-77.02832031,129
38.91726303,-77.03432465,139
38.90252686,-77.01194,60
38.92958069,-77.03855133,32
38.93891907,-77.02496338,130
38.96159744,-77.03192139,36
38.85790253,-76.99565887,99
38.90413666,-76.97406769,407
38.8418541,-76.98828125,83
38.88458633,-76.93054199,78
38.86577606,-76.98053741,48
38.83423615,-77.00843048,53
38.82906342,-76.99306488,62
38.92039871,-77.03305817,54
38.92747498,-77.02629852,15
38.87529755,-76.96949768,35
38.89138412,-76.98201752,12
38.87474442,-77.00202179,170
38.93327332,-77.02405548,83
38.92303085,-76.99262238,96
38.86007309,-76.99334717,114
38.89987183,-76.9525528,98
38.88796997,-76.93619537,119
38.85786819,-76.96812439,36
38.86779022,-76.96759033,49
38.89904785,-76.99378967,214
38.90385818,-76.94736481,160
38.87883377,-76.99929047,47
38.93074417,-77.03294373,150
38.93065643,-77.02365875,69
38.85725403,-76.96935272,91
38.90873337,-77.01007843,82
38.89881134,-76.93340302,70
38.86465836,-76.98007202,28
38.90568542,-77.00939941,284
38.9821167,-77.02632904,95
38.92990875,-77.03759766,63
38.90959167,-77.02211761,90
38.92372131,-77.03294373,28
38.95944214,-77.00435638,50
38.96214294,-77.02895355,28
38.89574814,-76.94889069,377
38.84657669,-76.9992218,42
38.90267944,-77.01037598,133
38.91331482,-77.02213287,110
38.90494919,-77.01439667,27
38.85927963,-76.99472809,133
38.83166885,-77.00880432,49
38.89374542,-76.91207886,39
38.92196655,-76.99363708,47
38.87647247,-76.93097687,36
38.96040344,-77.03316498,141
38.91296005,-77.02213287,56
38.92083359,-77.00034332,116
38.89837265,-76.95079041,186
38.83217239,-76.99144745,124
38.97626877,-77.01894379,150
38.90316772,-77.0087738,124
38.91181564,-77.024086,84
38.87735367,-76.99754333,195
38.88618851,-76.99482727,34
38.92677689,-76.98261261,25
38.88069916,-76.98880005,327
38.96376419,-77.02802277,99
38.95726013,-77.02293396,60
38.86397934,-76.97109985,37
38.89344788,-76.94535828,71
38.89982224,-77.02011871,153
38.82805252,-77.00035858,108
38.85923386,-76.99154663,41
38.92357635,-77.03923035,57
38.93426132,-76.96673584,48
38.95508957,-77.02436829,55
38.90581131,-77.04990387,55
38.85879517,-76.99721527,94
38.91793823,-77.0322113,96
38.89958191,-76.92667389,150
38.92432785,-77.03884888,49
38.90037155,-76.98829651,33
38.88174438,-76.93946838,148
38.90301132,-77.01595306,233
38.8914566,-76.93796539,182
38.85621262,-76.98731995,60
38.86359787,-76.99032593,114
38.86439896,-76.97329712,58
38.90505981,-76.98045349,65
38.87719727,-77.00274658,36
38.8876152,-76.95439911,28
39.75278091,-75.55703735,51
38.58620453,-75.29203796,56
39.75086212,-75.56074524,35
38.65599823,-75.60769653,34
39.66143036,-75.69792938,108
39.74564743,-75.54846954,77
38.63909912,-75.24859619,38
39.75265884,-75.54223633,53
39.74693298,-75.56874084,2
39.1570816,-75.49851227,1
38.68678284,-75.39321136,32
39.75126648,-75.53752136,1
38.9209404,-75.57064056,32
39.73872757,-75.54709625,6
38.63167953,-75.60934448,33
39.75044632,-75.53605652,1
39.74373627,-75.54239655,1
38.69301224,-75.37571716,50
39.16707611,-75.55967712,52
38.69301224,-75.37571716,50
39.30467987,-75.59646606,80
39.7288475,-75.57575226,198
39.73745346,-75.54285431,40
38.5578804,-75.58783722,60
39.30176544,-75.5982132,30
38.92794418,-75.58131409,32
39.17232895,-75.5091095,76
38.76291656,-75.14418793,32
38.74321365,-75.60315704,34
38.92717743,-75.43937683,73
38.58945084,-75.29568481,74
39.77970886,-75.47941589,71
39.17221069,-75.53469849,19
39.65224457,-75.62447357,61
39.01365662,-75.56774902,32
39.77970886,-75.47941589,71
38.68976593,-75.39518738,31
39.77970886,-75.47941589,16
39.17110062,-75.52519989,78
39.75767517,-75.51410675,122
38.45888519,-75.56077576,80
39.17227554,-75.5254364,48
39.16699982,-75.50653076,17
38.91485596,-75.43634796,72
39.64601517,-75.71196747,76
38.73239899,-75.12249756,70
39.12783432,-75.49289703,54
38.46240997,-75.57341766,32
39.63702393,-75.63069916,81
39.30046844,-75.60164642,71
39.64601517,-75.71196747,76
38.73239899,-75.12249756,94
38.73239899,-75.12249756,24
39.44921875,-75.69639587,81
39.45515442,-75.71391296,70
38.65267944,-75.6030426,66
39.19317627,-75.51599884,95
38.92461395,-75.58353424,32
39.19317627,-75.51599884,96
38.78867722,-75.31077576,48
38.74575043,-75.15737915,48
38.47370148,-75.15029907,25
39.74481964,-75.5519104,10
39.30176544,-75.5982132,24
38.92717743,-75.43937683,60
38.65523911,-75.6076355,26
39.64601517,-75.71196747,18
38.65267944,-75.6030426,32
39.67804337,-75.56699371,112
39.75976181,-75.55014801,200
39.15830612,-75.52880096,18
38.74682999,-75.15383911,72
38.45888519,-75.56077576,24
38.92461395,-75.58353424,28
38.70169067,-75.36852264,60
39.8147049,-75.46181488,286
38.78516388,-75.31246185,18
38.74575043,-75.15737915,24
39.15472031,-75.52738953,60
39.74118042,-75.55269623,44
38.47370148,-75.15029907,20
39.74050903,-75.54755402,169
38.65523911,-75.6076355,35
39.6434021,-75.71657562,220
38.78516388,-75.31246185,36
39.13591766,-75.54180908,95
39.73283386,-75.66576385,131
39.73097229,-75.64984131,165
38.74751282,-75.15509033,40
38.63323975,-75.19226837,60
38.9117012,-75.42115021,36
39.75278091,-75.55703735,51
38.63909912,-75.24859619,72
39.74164963,-75.54418182,76
39.73707199,-75.54823303,116
39.74821854,-75.55110168,180
38.7401886,-75.5949173,12
39.7388382,-75.55260468,86
39.7466011,-75.5483017,77
38.69301224,-75.37571716,76
39.74897003,-75.53016663,71
39.75193787,-75.58667755,79
38.46017456,-75.57276917,24
38.55588531,-75.58463287,72
39.80006027,-75.46290588,35
39.6529808,-75.63202667,73
38.64964294,-75.60307312,88
39.74218369,-75.55847931,18
39.74052048,-75.55504608,53
38.58539963,-75.28439331,30
39.67308807,-75.7695694,103
38.65441132,-75.6004715,121
38.94890213,-75.42929077,78
39.7054863,-75.55695343,43
38.92306137,-75.43230438,80
39.7440834,-75.55505371,56
39.45278549,-75.70808411,66
39.15476227,-75.51660156,132
39.01572418,-75.57656097,36
39.74132156,-75.54697418,55
39.74853897,-75.56867981,72
38.92306137,-75.43230438,44
39.73885345,-75.54559326,150
38.5807991,-75.60160065,100
38.56985092,-75.5712204,24
38.58743668,-75.28792572,50
39.74293518,-75.55049133,23
39.74637604,-75.55257416,31
39.67365646,-75.72930908,50
38.58743668,-75.28792572,50
38.67620087,-75.62940216,37
39.7054863,-75.55695343,23
39.74396896,-75.55513,55
38.74097824,-75.59361267,24
39.62620163,-75.72419739,100
38.64874649,-75.62110138,40
39.74396896,-75.55513,35
39.15745926,-75.52707672,48
38.54140091,-75.56289673,100
38.65651321,-75.6060791,35
39.30430603,-75.59949493,40
38.68976593,-75.39518738,32
39.7225647,-75.62368011,40
38.92651749,-75.44261932,76
39.45431137,-75.713974,42
39.45431137,-75.713974,10
39.81416321,-75.46061707,145
39.75851822,-75.56132507,88
39.7440033,-75.53013611,29
39.74789047,-75.54191589,44
39.67687225,-75.72652435,100
39.68748093,-75.73865509,56
39.74666214,-75.54168701,80
39.73343277,-75.55134583,76
39.16707611,-75.55967712,66
38.76291656,-75.14418793,39
38.66899872,-75.60720062,28
38.6489296,-75.63179779,104
39.75037384,-75.57247162,72
39.68435287,-75.73914337,149
39.1563797,-75.5245285,100
39.1672821,-75.5452652,78
39.65245438,-75.62706757,120
38.76291656,-75.14418793,32
39.74215698,-75.54663086,51
39.75082779,-75.57216644,72
25.80965996,-80.22880554,124
27.22119141,-82.49466705,1
28.04540062,-81.74504852,68
28.56281662,-81.24520874,47
26.13634491,-80.14781189,122
26.64307594,-81.84179688,86
30.42773247,-84.30524445,1
30.17853546,-85.65348053,100
25.94002151,-80.27531433,150
29.79620361,-82.49432373,35
25.89496422,-80.25286865,72
25.76514244,-80.19815063,116
29.5114994,-82.53130341,23
26.60840225,-80.05970764,55
27.82113647,-82.73274231,69
25.77607918,-80.13970947,139
28.48005867,-81.44203949,81
26.13272476,-80.15802002,128
30.33336639,-81.63924408,60
26.45241165,-80.08455658,256
25.79138565,-80.19760132,10
28.66035271,-81.50820923,101
26.13197517,-80.13969421,111
25.47859573,-80.4797287,97
25.76580048,-80.19757843,89
25.7851429,-80.20753479,29
25.47916985,-80.47559357,190
28.56644058,-81.56785583,60
27.22119522,-82.49415588,2
30.76766014,-86.56256104,24
25.78297806,-80.19562531,463
30.35800362,-81.64102173,52
28.30025673,-81.35555267,86
28.30025673,-81.35555267,42
30.7712841,-86.55797577,38
27.67470741,-80.42459106,44
26.15072632,-80.18367004,96
30.45299149,-84.30953979,16
30.46580887,-83.42345428,36
29.64797783,-81.69184113,47
28.78854752,-81.28042603,140
25.82394409,-80.27663422,28
29.645998,-81.69377899,33
28.10523415,-81.6140213,36
27.50805283,-81.43454742,42
30.35758018,-81.67772675,4
25.77548409,-80.21990967,27
28.82933617,-81.69572449,46
30.62249756,-87.32705688,37
30.80470085,-85.41040039,24
29.01319313,-81.28786469,160
30.62404251,-87.06590271,42
30.74501038,-86.55923462,24
25.80805016,-80.23820496,6
25.57937622,-80.37037659,161
28.2184391,-82.46847534,47
30.41735649,-87.22333527,16
24.55070496,-81.80409241,50
25.82848167,-80.20682526,50
25.82922935,-80.20672607,50
25.82883644,-80.20815277,121
26.04106522,-80.23949432,236
26.13298798,-80.15676117,164
27.55395699,-81.80556488,50
30.02450943,-82.32798004,31
26.72648048,-80.05527496,6
26.43195152,-81.44465637,65
30.26915741,-85.53237915,37
30.61689949,-81.58769989,47
28.5405426,-82.40103912,40
28.9391346,-81.29387665,47
30.56977654,-84.55203247,36
28.10657501,-81.61144257,46
29.66810036,-81.47029877,24
29.26770401,-82.11185455,36
29.2618618,-82.1131897,45
26.23968124,-80.15187836,220
26.43152237,-81.43800354,41
27.96965599,-82.45694733,10
30.41821289,-87.22698212,1
30.5233078,-83.87233734,37
25.83114433,-80.23540497,39
28.01325226,-82.45845795,6
30.16597939,-85.62998962,4
30.16631508,-85.62734985,20
25.80142403,-80.21149445,8
28.91627693,-81.94541168,36
30.19167709,-82.63538361,32
28.80287361,-81.90200043,36
28.55765724,-81.47964478,40
30.33260727,-81.6505661,109
29.78406334,-85.28509521,38
28.03926468,-82.44739532,2
25.77043533,-80.22705841,206
25.72785759,-80.30285645,90
25.83119583,-80.2232666,30
25.82976532,-80.22283173,140
30.06399918,-81.8950882,44
26.83578873,-81.1055603,28
30.42938232,-87.24191284,1
30.09987831,-85.20005798,23
28.81576347,-81.85922241,48
28.52175522,-81.39113617,2
28.37503624,-82.21697235,35
30.66281128,-87.05072784,44
29.44089317,-81.5144043,36
27.88654327,-81.58287811,53
28.93466759,-81.66212463,45
26.71369171,-80.08739471,14
28.74195671,-82.09171295,36
25.77570152,-80.20065308,143
28.82879448,-82.31684875,28
29.18877029,-82.14360809,144
30.4202137,-87.20554352,56
28.52532387,-81.45890808,312
30.55557251,-81.82624817,40
30.09172821,-83.58357239,29
30.42051697,-87.21154022,1
25.47516632,-80.47629547,84
30.65613556,-81.44554901,41
25.84533882,-80.28490448,10
30.31079102,-81.56327057,295
28.81401634,-81.67507172,43
28.88898087,-82.58042145,44
25.56634903,-80.36134338,200
26.77648544,-80.08100128,122
27.76840782,-82.67717743,2
28.60672188,-81.43508911,206
26.13157654,-80.15670776,84
27.13416672,-80.19216919,42
30.65675354,-81.4468689,46
30.61484909,-87.06192017,24
25.47061539,-80.46063232,112
25.8690052,-80.22203827,239
30.4183979,-87.2093811,1
25.95049095,-80.19406128,170
25.47730255,-80.47875214,144
25.76992035,-80.21059418,219
25.73445892,-80.36155701,42
30.41832542,-87.21853638,6
28.02529526,-82.44615936,2
26.69652939,-80.17272949,769
28.55026054,-81.85250854,34
28.06633377,-82.43486023,14
26.57000923,-80.06031036,31
27.75572586,-82.68366241,1
27.75665855,-82.69788361,1
29.61903763,-82.80912018,24
28.03926849,-82.44739532,2
28.91474152,-82.37528992,53
25.8631916,-80.12573242,142
28.24577332,-82.16905975,47
30.28048134,-82.99922943,24
28.93087006,-81.29579163,39
28.61061287,-82.04103088,16
25.78260994,-80.26946259,122
25.73267746,-80.36251068,209
29.63393402,-81.88198853,12
30.52435875,-86.50547028,50
25.72607231,-80.25311279,20
27.22119331,-82.49433136,1
28.32614517,-81.42236328,46
28.32614517,-81.42236328,45
30.38328743,-87.09646606,46
30.24817848,-81.75283051,40
30.61689949,-81.58769989,32
29.19352913,-82.09853363,160
30.43734169,-81.66049957,150
29.20221329,-81.06855011,208
27.9540329,-82.78785706,240
30.31211281,-81.66365814,194
28.81466103,-81.32292938,336
30.63101387,-84.41085052,38
28.49894333,-81.29443359,96
25.8528347,-80.14146423,18
29.98333359,-81.68823242,51
28.3698349,-82.19963074,16
29.0278759,-82.66394806,32
25.7265625,-80.24582672,1
28.06753349,-82.43405151,8
30.35832024,-81.60470581,120
27.95964432,-82.47613525,135
25.77825165,-80.2868042,125
26.91727448,-82.04106903,44
30.08991432,-83.58327484,36
30.30882263,-81.61565399,128
29.46784401,-81.2493515,45
26.10675049,-81.70092773,210
30.46365356,-83.41817474,12
28.07109642,-82.43790436,2
27.28388214,-80.29093933,120
30.36042023,-81.50137329,100
28.84525871,-82.34018707,74
28.54989624,-82.40421295,45
28.89436531,-82.53754425,42
30.28905106,-81.58042908,190
28.11870384,-80.67411804,72
26.80865288,-80.65371704,87
28.03664589,-81.7095871,90
30.43225479,-84.29824066,28
29.58447075,-82.92370605,24
28.85977936,-82.03714752,40
29.0661602,-82.04018402,42
28.56466293,-81.19869995,248
30.79707336,-85.68318176,20
29.85446358,-84.65749359,32
27.48582077,-82.53874969,200
28.55083466,-81.6105957,184
27.73048592,-82.62880707,7
28.61239433,-81.4124527,48
28.07109451,-82.43773651,2
28.04048538,-82.44429779,2
30.49872208,-86.13469696,25
29.72881317,-85.00325775,23
28.60120392,-81.45130157,216
30.33342743,-81.65042114,134
27.52792549,-82.52323151,42
25.77719879,-80.13224792,58
28.6788559,-82.11445618,42
30.99612427,-87.2665863,40
25.78042793,-80.20396423,182
26.66405487,-80.67985535,384
29.47388649,-81.1471405,43
27.83732796,-82.75641632,72
25.77284813,-80.20943451,82
27.55084801,-81.80425262,48
26.43626213,-81.44438171,40
30.2834568,-81.60955811,85
25.7868557,-80.19882965,35
25.78314209,-80.13424683,10
26.54560089,-80.05888367,240
29.67539215,-82.31498718,108
27.22374535,-81.86367035,37
30.69306946,-81.92314911,36
28.30941391,-81.422966,280
25.88301086,-80.23449707,40
26.7568779,-81.43283081,32
27.30347633,-81.36134338,37
25.78395462,-80.19956207,65
24.67524529,-81.34965515,14
26.6279583,-81.86322021,14
27.48029709,-81.43449402,40
29.89331055,-81.33287048,12
30.6551075,-81.45776367,48
28.67660141,-81.31088257,304
29.64599419,-81.69377899,36
30.19389343,-81.71778107,184
29.73378944,-84.89047241,30
27.76203918,-82.65215302,5
25.9028244,-80.17481995,28
30.96426582,-85.49667358,30
30.56144905,-83.86741638,36
26.72594261,-80.05710602,75
28.54989624,-82.40421295,16
30.46536446,-84.22943115,184
26.41616058,-81.42112732,160
28.29367638,-81.42123413,192
29.05035591,-82.45697021,37
28.30868912,-81.42146301,280
28.47352219,-81.43713379,216
25.46739197,-80.46881104,112
30.34196281,-81.66581726,101
